,text,labels
87,@drrjkavanagh @rkcowgirl_life #blacklivesmatter #gunreformnow,0
88,"@themikemccauley wow, a racist queer, ironic indeed.#blacklivesmatter",0
89,not enough icu beds in italy/drs choose who dies #act2protectelderlynow read &amp; act probably the best guide on what to do in relation to #coronavirus URL #teaparty #aarp #veterans #metoo #genx #millenials #marchforourlives #indigenous #p2 #latinx #blm #lgbtq URL,0
90,the latest the fiorentina5 daily! URL #blacklivesmatter #australia,0
91,"proud to work alongside @joshuamatz8 and 
@kaplanhecker in the fight to #freethemall from the unconscionable conditions at detention centers amid #covid19 #immigrantrights #justiceforall URL",0
92,new song by whoa! called rise on all platforms #blacklivesmatter #dababy #blackhistorymonth2020 URL,0
93,how do i handle groceries? be safe! #coronavirus #pandemic #covid19 #farmers #education #teaparty #aarp #veterans #metoo #genx #millenials #marchforourlives #1u #maga #independents #indigenous #p2 #latinx #blm #lgbtq URL,0
94,"#fact 

#doyouknow #knowyourrights #law #indianlaw #section76 #criminalprocedurecode #court #arrest #magistratecourt #taxolawgy #justiceforall URL",0
95,@brooklynnygirl @joebiden me. @tulsigabbard is the one. #alohagang #dncfearstulsi #lettulsidebate #notmeus #riggeddnc #sayhername @berniesanders #tulsimediablackout #wethepeople #standwithtulsi,0
96,"truth. this man wants to save lives now.
period. 
listen &amp; share. 

theres rumors incl only soundbytes from this clip.

listen &amp; rt, this. 
{ m’aat } 
#blm  #blacklivesmatter  #blacktwitter @blacktwltterhq
@naacp 
begs to question #sociopath 45  allowing spread of #cv19 #covid19 URL",0
97,@violadavis @georgia_naacp such a dad world we live in. #nofamilydeservesthis #putdowntheguns #blacklivesmatter #stopthehate #goddontlikeugly,0
98,straight outta compton (1988) track 2  #blacklivesmatter,0
99,"🙂          

.
.
.
.
 #melanin #blacklivesmatter URL",0
100,hear the bern episode 45 | #bloomberg vs. #democracy (w/ tim black &amp; justi... URL via @youtube #notmeus #blacks #blacklivesmatter #africanamerican #housing #medicareforall #medicare4all #timeisnow #students #studentdebts #studentloans #medicalmarijuana @dnc,0
101,the latest the anomelodious paper trail! URL thanks to @alkebulan_ #blacklivesmatter #racism,0
102,"i'm stunned. 1977. thank you,
.@petrahaden.
#michaellandon #blm URL",0
103,"the e-rapper ""little punp"" will bang #blacklivesmatter",0
104,@hbo thank you for having the best #documentaries #sayhername #sandrabland,0
105,"ce pauvre neil #ferguson, éminent #épidémiologiste de 52 ans et conseiller scientifique du #gouvernement anglais, a donc démissionné de toutes ses fonctions publiques pour avoir invité son amoureuse à passer la soirée chez lui. URL",0
106,"build your business with assurance. get strong training! 
URL #sayhername #blackhistory #jimcrow #blackcaucus #caribbeansessions #blackisbeautiful #blackbusiness
#blacktalkradio #indivisible #youngintellectuals #theresistance URL",0
107,the latest the fiorentina5 daily! URL thanks to @db270991c02541e @mochatower @reptarro #blacklivesmatter #breonnataylor,0
108,"@googleforedu who is #blacklivesmatteratschool???
education is my families field!
3 certified teachers..
so @blmstschool is criminally pirating from my work: #blacklivesmatter©
⛔ its time to uncover the evil fraud &amp;  defamers like blacklivesmatter .com 
-an intl pirate like soros' @actblue!🚫",0
109,"petitioner for small #nyc landlords uses #blacklivesmatter slogan `we can't breathe' `it's a sideeffect of #coronavirus, difficulty breathing' sez landlords hurting cuz of #cuomo eviction protections. #cre #affordablehousing #cancelrent #realestate URL",0
110,"@musicconvos @joeborellinyc #blacklivesmatter 

&amp; URL",0
111,"@strandjunker barack obama give waivers to black and brown counties with child soldiers.
#thanksobama #obama #barackobama #obamacommencement2020 #wednsdaywisdom #blacklivesmatter URL",0
112,#zechariah11:5 our #possessors #murder us &amp; declares themselves #notguilty &amp; they that #sold us say #blessed be #thelord for i am #rich &amp; our own #leaders #pity us not #blacktwitterlive #blm #blacktwitterpray #666die &amp; #theirfamiliesdies2thathateus2death URL,0
113,🚨⬇️ #complicit #corruption #vishalgarg #ceo #ceochat #startup #financetwitterja #finance #fintech #bitcoin #cryptonews #qtpoc #j31 #bronx #indigenous #blacktwitter #blacklivesmatter #nativetwitter #lgbtqtwitter @huffpost @npr @nyscasa @safespacesdc @timesupnow #metoo #viralshah URL,0
114,#bernie2020 #berniesanders #berniesanders2020 #bernie #berniebeatstrump #democraticsocialism #progressive #progressives #blacklivesmatter #lgbtq @latinos4bernie @mimitva @berniepride @lgbt4bernie @lgbtforbernie @blacksforbernie URL,0
115,@bjwinnerdavis @wendymeer11 @realdonaldtrump #freerealitywinner #justice4reality #grateful4reality #travestyofjustice #2systemsofjustice #sayhername #letherspeak,0
116,"fuck @walmart!
#blacklivesmatter
#acab
#covid19 URL",0
117,"🇺🇸[flash] - indignation aux #étatsunis : des policiers du #kentucky ont tiré sur une jeune ambulancière, breonna #taylor, 26 ans, à - au moins - 8 reprises, en pleine nuit dans son appartement le 13 mars dernier. elle était en présence de son compagnon. #breonnataylor URL",0
118,"#columbine 4/20/99 
#neverforget #21yearslater #dylanklebold #ericharris URL",0
119,the latest hands up dont shoot daily #icantbreathe #blacklivesmatter #ferguson #bospoli! URL thanks to @dialecticdave @brepairers @totallyanders,0
120,war on drugs? more like war on fun. #blacklivesmatter #freetheblacks #legaldrugs URL,0
121,"@bcsc_snappchat @brownsburg_csc look at how proud these students are of their handiwork!! is this what we expect of student athletes? might want to chat with the cheerleading ""squad"". @indystar #blacklivesmatter",0
122,@johnkasich #tamirrice URL,0
123,6-year-old florida girl committed to mental health facility for 'temper tantrum at school' URL #blacklivesmatter #blackhistorymonth,0
124,the latest the anomelodious paper trail! URL #blacklivesmatter #lutacontinua,0
125,#blacklivesmatter✊🏾 #gmasknation URL,0
126,"@preetbharara "" #worldismylivingroom ™""© #originalsong  from
#oscars2020
#oscars
contender
#movie +
#soundtrack 
#evengodthisfemaleisnotyetrated™☯️ 
#internationalwomensday
#internationalwomenday2020
#iwd2020
#climateemergency
#lgbtq 
#indigenous #blm 
#qwoc #metoo
URL",0
127,#chloroquine too dangerous &amp; doesn't work #voteblue 4 decency dump trump cult cowardly gop senators #farmers #education #teaparty #aarp #veterans #metoo #genx #millenials #marchforourlives #1u #maga #independents #indigenous #p2 #latinx #blm #lgbtq URL,0
128,getting a tan 2 look healthy at their funeral #covid19spreaders #florida #voteblue 4 decency dump trump cult cowardly gop senators #farmers #education #teaparty #aarp #veterans #metoo #genx #millenials #marchforourlives #1u #maga #independents #indigenous #p2 #latinx #blm #lgbtq URL,0
129,texass explodes christian *boob (edited) #blacklivesmatter,0
130,"#alllivesmatter© #blacklivesmatter© wellwish🙏
🌸🏵🌺🌼🌸🏵🌺🌼🌸🏵🌺🌼🌸🏵
🏵🌺🌼🌸🏵🌺🌼🌸🏵🌺🌼🌸🏵🌺
happy birthday madam🇺🇸 speaker🍰
 📯🎈📯👁 @speakerpelosi 👁📯🎈📯
🌺🌼🌸🏵🌺🌼🌸🏵🌺🌼🌸🏵🌺🌼
🌼🌸🏵🌺🌼🌸🏵🌺🌼🌸🏵🌺🌼🌸
#alllivesmatterblacklivesmatter© abrogation🎁
☝✌",0
131,power at work URL via @gisbom #blacktwitter  #blackhistorymonth2020 #blacklivesmatter #blackmamba,0
132,"[heartswar guide] ผจญภัยไปกับ mercenary ทหารรับจ้างคู่ใจ!

#blm #blmclub #คลับของคนรักเกมส์

URL",0
133,“gallardo tiene todo para ser el #ferguson de #river” ¿quién lo dijo? @profekohan en @moneda947fm @947fmradio ¿estas de acuerdo?,0
134,"@s7venblu @youtube richmond punch - npr - tiny desk contest submission 2020 -hymn for botham
 #bothamjeanfoundation #bothamjean
#bothamshemjean
#blacklivesmatter
#thebothamjeanfoundationinc
#npr #nprtinydeskcontest #tinydesk URL
URL

URL",0
135,"jetzt sofort unverzüglich abonnieren!
URL
#blm #podcast #digamus #museumfromhome #closedbutopen",0
136,@peta give me compliment or answer you choose #blacklivesmatter URL,0
137,the #culturaliq daily is out! URL stories via @hannahgetachew #blacktwitter #blm,0
138,#restinpower #alexaneulisalucianoruiz #sayhername #protecttranswomen #endtransphobicviolence #endtransphobia  URL,0
139,well his agent has played a blinder... hope it goes well for him. #ferguson,0
140,the latest the anomelodious paper trail! URL thanks to @pedagodarevolta @trish_zornio #blacklivesmatter #bernieendorsewarren,0
141,start your stand up comedy career for $7.99 URL c URL #birmingham #montgomery #blacklivesmatter #africa #africanamerican #covid,0
142,yep! stop giving us taxpayer money to #israel to commit genocide on  #palestinians while american citizens don’t even have healthcare.  #blacklivesmatter #freepalestine URL,0
143,"today’s pre-workout fueled by justicenutrition! #victory
.
.
.

#justice #justicenutrition #getjustice #justiceforall #fitness #healthy #gym #fit #bodybuilding @ winter garden, florida URL",0
144,"30 million americans have filed initial unemployment claims since mid-march
URL #blacklivesmatter",0
145,@genflynn beautiful sir!!  thank you for sharing this lil treasure of yours with us!  continued prayers for you &amp; your family as you celebrate this victory today that #justiceforall   will follow! 🇺🇸❤🇺🇸,0
146,@gillette @tuaamann @jalenhurts @ashtyndavis27 @colekmet i haven't watched football since the racist owners of the nfl decided to blackball #kap. #blacklivesmatter #kaepernick,0
147,the latest #spanishrevolution +#! URL #notmeus #blacklivesmatter,0
148,"#greysanatomy #ocasiocortez #aoc  laid him low, and said with composure:  ""whar's the boss?""  #obama #obama #blm URL",0
149,"what we tout as economic activity is financial transactions!
#blacklivesmatter #indivisible URL",0
150,nope. the nfl is dead to me. #everyoneschild ? does that mean that #blacklivesmatter now to the *owners* ? does the nfl acknowledge that #imwithkap was 100% righteous when he showed us #thisiswhywekneel ? no? im still skipping the nfl.,0
151,"esta es la historia de june almeida, la olvidada mujer cuyos hallazgos son hoy fundamentales en la lucha contra la #covid19:
URL

 #sayhername #mujeryciencia",0
152,"#coronavirusdfcscpsandtheblackcommunities

URL

#itstimetotellthetruth
#blacktwitter groups
#theneettablackshow
#blackdemographicsspecialists
#blackentertainersspeakingout
#blackcommunitiesrecoveryplan
black people making
#blacklivesmatter
black book club",0
153,"man muss wohl das konzept der #herdenimmunitaet überdenken und von #netzwerkimmunitaet ausgehen.
in der studie von #ferguson wird von einer exponentiellen wahrscheinlichkeitsfkt. mit alpha=0.25 für die überträgerwahrsch. ausgegangen:
(&lt;2% der überträger &gt;50% der infektionen)",0
154,"@alessandraodri la domanda e' 
come fa ? questa mezza porzione ad avere una amante ?
#ferguson",0
155,credit goes to the owner ❤️ #ericharris URL,0
156,my family goals ❤ #bbc #blackisbetter #breedblack #snowbunny #creampie #blackcock #teambbc #irmomvment #bnwo #snowbunnygang #blackbred #slutwife #mixedbabies #blacklivesmatter #queenofspades #bbcslut #teamblackmen #interraciallove #teamblackboys #cuckold #hotwife #blacksupremasy URL,0
157,@redwinggrips #godblessamerica #godblesspresidenttrump #bestpresidentever #thankyoupresidenttrump #thankyoupatriots #usastrong #unitednotdivided #unitedwestand #onenationundergod #indivisable #ingodwetrust #kag2020 #trump2020 #justiceforall,0
158,can y’all help me gain some followers in the following movement #resisters #berniesanders #resistance #bernie2020 #lgtbq #yangyang #voteblue2020 #bidenharris2020 #warrenbuffett #dumptrump2020 #equalityforall #ubi #democrats #liberals #progressives #bluewave2020 #blacklivesmatter,0
159,"@timpduffy @byrdinator i don’t say this flippantly, i say this out of respect for #tamirrice URL",0
160,is capitalism a disease? #nurses #blacklivesmatter #1u @massnurses @masssinglepayer @hcnow @laborforspayer @nationalnurses @pnhp @boston_dsa @dsashore @m4asc @bdsahealthcare @dsam4a URL,0
161,my brother has a history of domestic violence beating on his ex-girlfriends and the police believed his story over mine. the insanity in america needs to stop. police need to be retrained. #blacklivesmatter #retrainpolice #unqualifiedpolice,0
162,"the hard sell to be white.

URL

#jolinaturalskincare #blacklivesmatter #racism",0
163,"@realdonaldtrump at the end of the day, #justiceforall does include #justicefortrump !!!",0
164,"turns out, i'm not the only one trying to make #lilithfair2020 trend. one more note: please center artists who are qtpoc. and use some proceeds to fund #blacklivesmatter and @thegrca. thank you.",0
165,#biden2020 bad journalism denies equal time for trump accusers #aarp #veterans #metoo #genx #millenials #genz #jobs #economy #p2 #coronavirus #pandemic #teaparty #maga #blm #nursinghomes #healthcare #1u URL,0
166,"#noblasphemy!!
it's god 's choice for president!!
there is one god and one people of god!🌍
the universal church of all believers 
and we are:
one (of many) nations under god!
and #alm © = #blm © are united in my vision!
#allgiftsmatter © all have a purpose!!
we all are black =))",0
167,"@pharaoh_aten_ #tameri 
() #tamirrice

URL",0
168,#p2 #tcot #blacklivesmatter URL,0
169,"#coffindance #meme 
#khabib
#obamagate
#worried
#ferguson

URL",0
170,britse epidemioloog maakt draai van 180 graden: verwachte aantal coronadoden geen 500.000 maar minder dan 20.000. waarmee het toch een gewone griep geworden is. #ferguson,0
171,"join us on thursday, 2/13 for the 6th annual #blacklivesmatter newark panel discussion on sports &amp; activism @rutgers_newark @downtownnewark @cityofnewark 
@newarkhappening @npsvoices  #newark #blacklivesmatter #bhm2020 URL",0
172,"wow dear winnie is a “coup de cœur” on belgium news @rtbfinfo 
so proud of all of us! ♥️ catch dear winnie in brussels this week until saturday 1 february at @kvsbrussels  

#dearwinnie #sayhername #shedidntdieshemultiplied #thisisnotashow #itsanevent URL",0
173,@andybeshearky @britainybeshear #breonnataylor,0
174,angola are you in?  seeking 100 drummers to petition god's grace. international black book fb sign up and name the country you're from. #blacklivesmatter #blacktwittermovement #blacktwitter URL,0
175,💯#doomsdayclock #whiteextinctionanxiety #kahanist #nazis disguise their #depopulation #blackholocaust #samsonoption #eugenics agenda as #climateemergency! #factsmatter #logicmatters #lineagematters &amp; #blacklivesmatter bc #blackwasfirst!  #ados #reparations #blackhistorymonth URL URL,0
176,these are my 5 players who got me falling in love with football 🥅 ⚽️ - who are yours? #berkamp #delpiero #ronaldo #ferguson #kanchelskis URL,0
177,@jaycatron @billdynamite @nowthisnews true. #blm,0
